Unnamed: 0,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Time_Spent_Score,Pages_Viewed_Score,Intent_Score,Conversion_Friction,Active_Connection,Purchase_Power,R_Score,F_Score,M_Score,RFM_Score,User_Segment
27,#28,61,Male,Urban,142721,Food,1,0,76,533,Electronics,145,23,False,0.23953098827470687,0.4583333333333333,0.3489321608040201,23.0,2,高收入,4,1,1,6,新客户
28,#29,42,Male,Rural,130058,Technology,6,2,119,3199,Health & Beauty,275,14,True,0.45728643216080406,0.2708333333333333,0.3640598827470687,4.666666666666667,3,高收入,4,1,4,9,普通用户
29,#30,44,Female,Urban,88056,Travel,6,8,18,2829,Electronics,509,40,True,0.8492462311557789,0.8124999999999999,0.8308731155778895,4.444444444444445,3,中高收入,4,4,3,11,重要价值客户
30,#31,59,Female,Rural,23081,Travel,21,4,126,3507,Electronics,179,4,False,0.2964824120603015,0.0625,0.17949120603015076,0.8,1,低收入,1,2,4,7,沉睡客户
31,#32,45,Male,Suburban,54196,Fashion,16,9,20,3240,Home & Kitchen,477,39,True,0.7956448911222781,0.7916666666666666,0.7936557788944724,3.9,1,中低收入,2,5,4,11,高潜流失客
32,#33,33,Male,Rural,56735,Travel,29,1,108,965,Electronics,414,19,True,0.6901172529313233,0.375,0.5325586264656617,9.5,1,中低收入,0,1,1,2,普通用户
33,#34,32,Male,Urban,124749,Fashion,5,6,51,2893,Apparel,153,47,False,0.2529313232830821,0.9583333333333333,0.6056323283082077,6.714285714285714,2,高收入,4,3,3,10,重要价值客户
34,#35,64,Female,Urban,100102,Food,17,1,150,3011,Health & Beauty,104,4,True,0.1708542713567839,0.0625,0.11667713567839195,2.0,1,中高收入,2,1,3,6,沉睡客户
35,#36,61,Female,Rural,99578,Technology,10,3,173,2515,Books,75,30,False,0.12227805695142377,0.6041666666666666,0.3632223618090452,7.5,1,中高收入,3,2,3,8,潜力客户
36,#37,20,Female,Rural,45498,Food,28,6,129,350,Home & Kitchen,128,19,True,0.21105527638190955,0.375,0.2930276381909548,2.7142857142857144,1,中低收入,0,3,1,4,普通用户
37,#38,54,Female,Urban,96865,Sports,21,3,150,3857,Health & Beauty,568,31,False,0.9480737018425461,0.6249999999999999,0.786536850921273,7.75,1,中高收入,1,2,4,7,沉睡客户
38,#39,24,Female,Suburban,51656,Sports,18,6,21,4756,Health & Beauty,345,31,False,0.5745393634840872,0.6249999999999999,0.5997696817420435,4.428571428571429,1,中低收入,2,3,5,10,高潜流失客
39,#40,38,Male,Suburban,87695,Sports,7,6,46,1018,Apparel,531,9,False,0.8860971524288107,0.16666666666666666,0.5263819095477387,1.2857142857142858,2,中高收入,4,3,1,8,普通用户
40,#41,26,Female,Rural,57900,Food,3,0,83,1273,Electronics,159,13,False,0.2629815745393635,0.24999999999999997,0.2564907872696817,13.0,2,中低收入,4,1,2,7,新客户
41,#42,56,Male,Suburban,148392,Travel,13,5,82,3303,Apparel,538,14,False,0.8978224455611391,0.2708333333333333,0.5843278894472362,2.3333333333333335,1,高收入,3,3,4,10,重要价值客户
42,#43,35,Male,Urban,137235,Technology,15,8,61,532,Electronics,426,46,True,0.7102177554438861,0.9374999999999999,0.823858877721943,5.111111111111111,1,高收入,2,4,1,7,纠结土豪
43,#44,21,Male,Rural,104899,Sports,20,1,139,935,Electronics,23,10,True,0.035175879396984924,0.18749999999999997,0.11133793969849246,5.0,1,中高收入,1,1,1,3,普通用户
44,#45,42,Female,Urban,67701,Sports,19,2,65,2346,Health & Beauty,47,48,False,0.07537688442211055,0.9791666666666666,0.5272717755443885,16.0,1,中低收入,1,1,3,5,沉睡客户
45,#46,31,Female,Urban,128777,Sports,3,9,69,2362,Electronics,525,31,True,0.8760469011725294,0.6249999999999999,0.7505234505862646,3.1,3,高收入,4,5,3,12,重要价值客户
46,#47,26,Female,Suburban,39033,Technology,4,4,32,997,Home & Kitchen,144,37,False,0.23785594639865995,0.7499999999999999,0.4939279731993299,7.4,2,低收入,4,2,1,7,新客户
47,#48,43,Male,Rural,143193,Sports,5,8,112,3732,Home & Kitchen,585,23,True,0.9765494137353434,0.4583333333333333,0.7174413735343383,2.5555555555555554,3,高收入,4,4,4,12,核心VIP
48,#49,19,Male,Rural,30805,Technology,1,3,49,4667,Home & Kitchen,589,27,True,0.983249581239531,0.5416666666666666,0.7624581239530988,6.75,3,低收入,4,2,5,11,潜力客户
49,#50,37,Male,Suburban,55851,Sports,4,0,73,3915,Health & Beauty,419,6,False,0.6984924623115578,0.10416666666666667,0.4013295644891122,6.0,2,中低收入,4,1,4,9,普通用户
50,#51,45,Male,Urban,46832,Food,12,3,94,346,Apparel,85,26,False,0.1390284757118928,0.5208333333333333,0.32993090452261303,6.5,1,中低收入,3,2,1,6,新客户
51,#52,64,Male,Urban,83437,Food,28,5,160,2529,Books,416,2,True,0.6934673366834171,0.020833333333333332,0.35715033500837523,0.3333333333333333,1,中高收入,0,3,3,6,高潜流失客
52,#53,24,Male,Urban,135725,Technology,27,4,166,1090,Electronics,482,45,True,0.8040201005025126,0.9166666666666666,0.8603433835845896,9.0,1,高收入,0,2,2,4,纠结土豪
53,#54,61,Female,Urban,33944,Food,24,0,188,3410,Books,456,13,False,0.7604690117252931,0.24999999999999997,0.5052345058626465,13.0,1,低收入,1,1,4,6,沉睡客户
54,#55,25,Female,Rural,39873,Technology,10,3,98,1026,Apparel,297,19,True,0.49413735343383586,0.375,0.4345686767169179,4.75,1,低收入,3,2,1,6,新客户
55,#56,64,Female,Rural,60372,Food,23,5,40,3538,Apparel,112,1,True,0.18425460636515914,0.0,0.09212730318257957,0.16666666666666666,1,中低收入,1,3,4,8,高潜流失客
56,#57,52,Female,Suburban,109464,Food,25,9,187,2707,Health & Beauty,230,40,False,0.3819095477386935,0.8124999999999999,0.5972047738693467,4.0,1,中高收入,0,5,3,8,高潜流失客
57,#58,31,Male,Suburban,35379,Technology,21,9,29,1174,Home & Kitchen,96,32,True,0.1574539363484087,0.6458333333333333,0.40164363484087096,3.2,1,低收入,1,5,2,8,普通用户
58,#59,34,Male,Rural,137322,Travel,29,3,192,4122,Home & Kitchen,378,22,False,0.6298157453936348,0.4375,0.5336578726968174,5.5,1,高收入,0,2,5,7,沉睡客户
59,#60,53,Female,Rural,56751,Food,26,8,139,3899,Apparel,156,48,False,0.2579564489112228,0.9791666666666666,0.6185615577889447,5.333333333333333,1,中低收入,0,4,4,8,高潜流失客
60,#61,57,Male,Urban,120082,Sports,20,4,162,4884,Health & Beauty,421,29,False,0.7018425460636516,0.5833333333333333,0.6425879396984924,5.8,1,高收入,1,2,5,8,沉睡客户
61,#62,21,Female,Urban,109822,Travel,24,7,22,3251,Health & Beauty,105,2,True,0.17252931323283083,0.020833333333333332,0.09668132328308209,0.25,1,中高收入,1,4,4,9,高潜流失客
62,#63,19,Female,Suburban,25110,Technology,25,8,131,3538,Electronics,330,40,True,0.5494137353433837,0.8124999999999999,0.6809568676716917,4.444444444444445,1,低收入,0,4,4,8,高潜流失客
63,#64,23,Female,Rural,74341,Travel,13,9,112,4673,Home & Kitchen,439,38,False,0.7319932998324958,0.7708333333333333,0.7514133165829145,3.8,1,中低收入,3,5,5,13,重要价值客户
64,#65,59,Male,Suburban,32087,Fashion,23,4,115,3591,Apparel,132,48,False,0.21775544388609716,0.9791666666666666,0.5984610552763819,9.6,1,低收入,1,2,4,7,沉睡客户
65,#66,21,Female,Rural,43762,Fashion,14,5,128,806,Books,382,11,True,0.6365159128978225,0.20833333333333331,0.42242462311557794,1.8333333333333333,1,中低收入,2,3,1,6,普通用户
66,#67,46,Female,Urban,135812,Food,23,0,79,3164,Home & Kitchen,138,17,True,0.22780569514237856,0.3333333333333333,0.2805695142378559,17.0,1,高收入,1,1,4,6,沉睡客户
67,#68,35,Female,Suburban,102617,Food,5,6,195,853,Electronics,270,43,True,0.44891122278056955,0.8749999999999999,0.6619556113902847,6.142857142857143,3,中高收入,4,3,1,8,普通用户
68,#69,43,Male,Suburban,120483,Sports,4,3,108,687,Health & Beauty,550,8,False,0.9179229480737019,0.14583333333333331,0.5318781407035176,2.0,2,高收入,4,2,1,7,新客户
69,#70,61,Male,Rural,29596,Travel,14,1,91,1434,Apparel,396,22,False,0.6599664991624791,0.4375,0.5487332495812396,11.0,1,低收入,2,1,2,5,普通用户
70,#71,51,Female,Urban,123555,Fashion,10,4,84,1947,Home & Kitchen,557,4,True,0.9296482412060302,0.0625,0.4960741206030151,0.8,1,高收入,3,2,2,7,潜力客户
71,#72,27,Male,Suburban,127539,Food,17,2,127,4034,Books,464,11,True,0.7738693467336684,0.20833333333333331,0.4911013400335008,3.6666666666666665,1,高收入,2,1,4,7,沉睡客户
72,#73,53,Male,Urban,38313,Travel,10,5,93,4026,Electronics,450,8,True,0.7504187604690118,0.14583333333333331,0.4481260469011725,1.3333333333333333,1,低收入,3,3,4,10,重要价值客户
73,#74,31,Male,Suburban,133175,Food,26,7,78,3417,Electronics,331,9,False,0.5510887772194305,0.16666666666666666,0.35887772194304857,1.125,1,高收入,0,4,4,8,高潜流失客
74,#75,48,Male,Urban,86549,Food,7,6,68,4120,Home & Kitchen,253,26,False,0.4204355108877722,0.5208333333333333,0.47063442211055273,3.7142857142857144,2,中高收入,4,3,5,12,重要价值客户
75,#76,32,Male,Rural,134914,Fashion,16,2,197,3255,Books,285,2,True,0.47403685092127307,0.020833333333333332,0.2474350921273032,0.6666666666666666,1,高收入,2,1,4,7,沉睡客户
76,#77,25,Male,Suburban,43705,Fashion,1,7,135,4402,Electronics,274,16,True,0.45561139028475717,0.3125,0.3840556951423786,2.0,3,中低收入,4,4,5,13,核心VIP
77,#78,31,Male,Suburban,87364,Food,17,1,120,2298,Apparel,20,31,False,0.03015075376884422,0.6249999999999999,0.32757537688442206,15.5,1,中高收入,2,1,3,6,沉睡客户
78,#79,40,Male,Urban,93445,Technology,21,9,71,264,Electronics,239,6,False,0.39698492462311563,0.10416666666666667,0.25057579564489113,0.6,1,中高收入,1,5,1,7,普通用户
79,#80,57,Male,Urban,123892,Food,29,8,153,2098,Books,270,21,True,0.44891122278056955,0.4166666666666667,0.4327889447236181,2.3333333333333335,1,高收入,0,4,3,7,高潜流失客
80,#81,38,Male,Suburban,98645,Food,9,3,137,3157,Health & Beauty,418,26,True,0.6968174204355109,0.5208333333333333,0.6088253768844221,6.5,1,中高收入,3,2,4,9,潜力客户
81,#82,33,Female,Rural,22023,Sports,6,0,114,2184,Health & Beauty,310,19,True,0.5159128978224455,0.375,0.44545644891122277,19.0,3,低收入,4,1,3,8,普通用户
82,#83,62,Female,Urban,139654,Sports,19,7,77,4528,Home & Kitchen,31,28,False,0.048576214405360134,0.5624999999999999,0.30553810720268,3.5,1,高收入,1,4,5,10,高潜流失客
83,#84,35,Male,Urban,79796,Sports,13,6,24,502,Books,104,8,True,0.1708542713567839,0.14583333333333331,0.15834380234505863,1.1428571428571428,1,中低收入,3,3,1,7,普通用户
84,#85,64,Female,Urban,100073,Technology,3,4,192,513,Electronics,186,14,False,0.30820770519262985,0.2708333333333333,0.2895205192629816,2.8,2,中高收入,4,2,1,7,新客户
85,#86,41,Female,Suburban,112197,Technology,7,9,44,144,Electronics,128,24,False,0.21105527638190955,0.4791666666666667,0.3451109715242881,2.4,2,中高收入,4,5,1,10,普通用户
86,#87,43,Male,Suburban,84429,Food,22,4,192,4257,Health & Beauty,210,48,True,0.3484087102177555,0.9791666666666666,0.663787688442211,9.6,1,中高收入,1,2,5,8,沉睡客户
87,#88,42,Male,Suburban,124195,Sports,9,6,23,2567,Health & Beauty,414,44,True,0.6901172529313233,0.8958333333333333,0.7929752931323283,6.285714285714286,1,高收入,3,3,3,9,重要价值客户
88,#89,62,Male,Suburban,81627,Technology,22,4,186,967,Apparel,281,37,False,0.46733668341708545,0.7499999999999999,0.6086683417085427,7.4,1,中高收入,1,2,1,4,普通用户
89,#90,58,Female,Rural,53848,Fashion,5,7,111,118,Health & Beauty,253,26,True,0.4204355108877722,0.5208333333333333,0.47063442211055273,3.25,3,中低收入,4,4,1,9,普通用户
90,#91,46,Female,Rural,57804,Food,10,5,109,464,Apparel,19,31,False,0.028475711892797323,0.6249999999999999,0.3267378559463986,5.166666666666667,1,中低收入,3,3,1,7,普通用户
91,#92,32,Male,Suburban,35379,Travel,23,4,16,3932,Electronics,136,32,True,0.22445561139028475,0.6458333333333333,0.435144472361809,6.4,1,低收入,1,2,4,7,沉睡客户
92,#93,62,Male,Rural,79664,Food,17,8,39,679,Apparel,223,41,True,0.37018425460636517,0.8333333333333333,0.6017587939698492,4.555555555555555,1,中低收入,2,4,1,7,普通用户
93,#94,18,Male,Urban,47766,Travel,12,1,58,645,Apparel,3,2,True,0.0016750418760469012,0.020833333333333332,0.011254187604690116,1.0,1,中低收入,3,1,1,5,新客户
94,#95,42,Female,Urban,129126,Sports,23,0,153,4250,Home & Kitchen,236,25,True,0.3919597989949749,0.49999999999999994,0.4459798994974874,25.0,1,高收入,1,1,5,7,沉睡客户
95,#96,24,Female,Urban,88099,Travel,16,7,120,4973,Health & Beauty,465,44,False,0.7755443886097153,0.8958333333333333,0.8356888609715243,5.5,1,中高收入,2,4,5,11,高潜流失客
96,#97,26,Female,Suburban,56060,Sports,3,2,188,3139,Apparel,228,2,False,0.3785594639865997,0.020833333333333332,0.1996963986599665,0.6666666666666666,2,中低收入,4,1,4,9,普通用户
97,#98,41,Female,Urban,114733,Fashion,25,6,81,4237,Electronics,499,42,False,0.8324958123953099,0.8541666666666666,0.8433312395309882,6.0,1,中高收入,0,3,5,8,高潜流失客
98,#99,18,Male,Rural,89122,Travel,22,9,89,4144,Books,521,1,True,0.8693467336683417,0.0,0.43467336683417085,0.1,1,中高收入,1,5,5,11,高潜流失客
99,#100,61,Male,Suburban,36087,Food,9,7,92,4426,Apparel,139,36,False,0.22948073701842545,0.7291666666666666,0.479323701842546,4.5,1,低收入,3,4,5,12,重要价值客户
100,#101,25,Male,Rural,68868,Sports,29,5,51,552,Health & Beauty,276,12,False,0.45896147403685095,0.22916666666666666,0.3440640703517588,2.0,1,中低收入,0,3,1,4,普通用户
101,#102,41,Male,Urban,139119,Food,15,9,26,4061,Home & Kitchen,291,9,False,0.48408710217755446,0.16666666666666666,0.32537688442211055,0.9,1,高收入,2,5,4,11,高潜流失客
102,#103,28,Female,Urban,43225,Technology,5,8,182,1481,Electronics,53,36,True,0.08542713567839195,0.7291666666666666,0.4072969011725293,4.0,3,中低收入,4,4,2,10,潜力客户
103,#104,34,Female,Urban,115286,Sports,23,6,16,1567,Home & Kitchen,110,41,False,0.18090452261306533,0.8333333333333333,0.5071189279731994,5.857142857142857,1,中高收入,1,3,2,6,普通用户
104,#105,25,Male,Suburban,26643,Travel,13,9,164,2838,Books,4,28,True,0.0033500837520938024,0.5624999999999999,0.28292504187604683,2.8,1,低收入,3,5,3,11,重要价值客户
105,#106,52,Male,Rural,113059,Sports,14,4,19,1316,Apparel,47,38,True,0.07537688442211055,0.7708333333333333,0.4231051088777219,7.6,1,中高收入,2,2,2,6,普通用户
106,#107,52,Female,Suburban,56727,Food,20,7,43,980,Apparel,94,33,False,0.1541038525963149,0.6666666666666666,0.41038525963149075,4.125,1,中低收入,1,4,1,6,普通用户
107,#108,50,Male,Suburban,31005,Fashion,15,1,45,3914,Health & Beauty,560,42,True,0.9346733668341709,0.8541666666666666,0.8944200167504188,21.0,1,低收入,2,1,4,7,沉睡客户
108,#109,22,Female,Urban,129079,Sports,16,6,162,3249,Apparel,213,46,False,0.35343383584589616,0.9374999999999999,0.645466917922948,6.571428571428571,1,高收入,2,3,4,9,高潜流失客
109,#110,59,Male,Suburban,85697,Travel,23,3,15,184,Electronics,436,22,False,0.7269681742043551,0.4375,0.5822340871021776,5.5,1,中高收入,1,2,1,4,普通用户
110,#111,56,Male,Suburban,36029,Technology,13,8,161,4244,Books,508,25,False,0.8475711892797321,0.49999999999999994,0.673785594639866,2.7777777777777777,1,低收入,3,4,5,12,重要价值客户
111,#112,58,Male,Urban,135281,Fashion,17,0,155,1268,Home & Kitchen,205,18,False,0.340033500837521,0.3541666666666667,0.34710008375209384,18.0,1,高收入,2,1,2,5,普通用户
112,#113,45,Male,Suburban,34226,Technology,23,6,143,4264,Books,381,6,False,0.6348408710217756,0.10416666666666667,0.3695037688442211,0.8571428571428571,1,低收入,1,3,5,9,高潜流失客
113,#114,24,Male,Urban,83646,Sports,8,5,38,3229,Apparel,73,18,True,0.11892797319932998,0.3541666666666667,0.23654731993299832,3.0,1,中高收入,3,3,4,10,重要价值客户
114,#115,26,Male,Urban,80603,Food,21,7,135,3745,Home & Kitchen,516,16,False,0.8609715242881072,0.3125,0.5867357621440537,2.0,1,中高收入,1,4,4,9,高潜流失客
115,#116,25,Male,Urban,48731,Food,2,4,162,2626,Health & Beauty,76,15,True,0.12395309882747069,0.2916666666666667,0.20780988274706869,3.0,3,中低收入,4,2,3,9,潜力客户
116,#117,29,Female,Urban,129458,Travel,5,0,192,2967,Books,77,48,False,0.12562814070351758,0.9791666666666666,0.552397403685092,48.0,2,高收入,4,1,3,8,普通用户
117,#118,51,Female,Suburban,130384,Food,6,0,90,3616,Home & Kitchen,410,8,False,0.6834170854271358,0.14583333333333331,0.4146252093802345,8.0,2,高收入,4,1,4,9,普通用户
118,#119,50,Female,Urban,88926,Fashion,12,8,183,3467,Home & Kitchen,106,13,False,0.17420435510887772,0.24999999999999997,0.21210217755443883,1.4444444444444444,1,中高收入,3,4,4,11,重要价值客户
119,#120,40,Female,Urban,25997,Food,18,9,161,2294,Home & Kitchen,551,43,True,0.9195979899497487,0.8749999999999999,0.8972989949748743,4.3,1,低收入,2,5,3,10,高潜流失客
120,#121,41,Female,Suburban,75506,Travel,22,5,84,3655,Electronics,476,7,True,0.7939698492462312,0.12499999999999999,0.4594849246231156,1.1666666666666667,1,中低收入,1,3,4,8,高潜流失客
121,#122,54,Male,Suburban,98229,Sports,22,9,35,545,Books,275,17,True,0.45728643216080406,0.3333333333333333,0.3953098827470687,1.7,1,中高收入,1,5,1,7,普通用户
122,#123,52,Male,Rural,69815,Sports,1,4,136,3726,Home & Kitchen,88,32,True,0.1440536013400335,0.6458333333333333,0.3949434673366834,6.4,3,中低收入,4,2,4,10,潜力客户
123,#124,61,Female,Suburban,62092,Food,17,0,124,4116,Books,77,22,False,0.12562814070351758,0.4375,0.2815640703517588,22.0,1,中低收入,2,1,5,8,沉睡客户
124,#125,57,Male,Suburban,82539,Technology,11,5,135,3975,Home & Kitchen,77,13,False,0.12562814070351758,0.24999999999999997,0.1878140703517588,2.1666666666666665,1,中高收入,3,3,4,10,重要价值客户
125,#126,39,Female,Rural,86077,Sports,10,5,37,3437,Health & Beauty,442,47,True,0.7370184254606366,0.9583333333333333,0.847675879396985,7.833333333333333,1,中高收入,3,3,4,10,重要价值客户
126,#127,44,Female,Suburban,41817,Food,19,2,140,361,Health & Beauty,540,23,True,0.9011725293132329,0.4583333333333333,0.6797529313232831,7.666666666666667,1,中低收入,1,1,1,3,普通用户
127,#128,52,Male,Suburban,57861,Travel,14,7,84,1948,Health & Beauty,245,29,True,0.407035175879397,0.5833333333333333,0.49518425460636517,3.625,1,中低收入,2,4,2,8,普通用户
128,#129,18,Male,Suburban,33428,Food,26,0,175,4125,Apparel,578,22,False,0.9648241206030151,0.4375,0.7011620603015076,22.0,1,低收入,0,1,5,6,沉睡客户
129,#130,52,Male,Suburban,63934,Sports,10,0,198,2366,Home & Kitchen,382,1,True,0.6365159128978225,0.0,0.31825795644891125,1.0,1,中低收入,3,1,3,7,普通用户
130,#131,54,Female,Rural,135555,Travel,15,5,87,191,Apparel,570,29,True,0.9514237855946399,0.5833333333333333,0.7673785594639866,4.833333333333333,1,高收入,2,3,1,6,纠结土豪
131,#132,64,Male,Suburban,134367,Food,28,9,188,4322,Books,142,48,False,0.23450586264656617,0.9791666666666666,0.6068362646566164,4.8,1,高收入,0,5,5,10,高潜流失客
132,#133,31,Female,Suburban,30258,Fashion,19,0,99,4275,Apparel,368,5,True,0.6130653266331658,0.08333333333333333,0.3481993299832496,5.0,1,低收入,1,1,5,7,沉睡客户
133,#134,20,Female,Rural,77775,Travel,4,5,185,3409,Books,84,35,False,0.1373534338358459,0.7083333333333333,0.42284338358458956,5.833333333333333,2,中低收入,4,3,4,11,重要价值客户
134,#135,18,Female,Urban,101580,Fashion,2,0,30,1082,Books,143,10,False,0.23618090452261306,0.18749999999999997,0.21184045226130652,10.0,2,中高收入,4,1,2,7,新客户
135,#136,22,Male,Rural,114947,Technology,9,5,63,3543,Books,352,19,False,0.5862646566164155,0.375,0.48063232830820773,3.1666666666666665,1,中高收入,3,3,4,10,重要价值客户
136,#137,43,Male,Urban,25469,Travel,10,2,193,2633,Apparel,545,37,False,0.9095477386934674,0.7499999999999999,0.8297738693467336,12.333333333333334,1,低收入,3,1,3,7,普通用户
137,#138,31,Female,Rural,48854,Fashion,28,7,112,793,Home & Kitchen,152,7,False,0.2512562814070352,0.12499999999999999,0.1881281407035176,0.875,1,中低收入,0,4,1,5,普通用户
138,#139,56,Male,Rural,26256,Sports,11,5,68,4220,Apparel,158,46,True,0.2613065326633166,0.9374999999999999,0.5994032663316582,7.666666666666667,1,低收入,3,3,5,11,重要价值客户
139,#140,44,Male,Suburban,144086,Sports,14,0,81,255,Home & Kitchen,446,35,True,0.7437185929648241,0.7083333333333333,0.7260259631490786,35.0,1,高收入,2,1,1,4,纠结土豪
140,#141,26,Male,Urban,96256,Technology,7,4,188,3688,Home & Kitchen,303,45,False,0.5041876046901173,0.9166666666666666,0.710427135678392,9.0,2,中高收入,4,2,4,10,潜力客户
141,#142,32,Female,Suburban,53937,Travel,23,7,29,1912,Books,450,13,False,0.7504187604690118,0.24999999999999997,0.5002093802345059,1.625,1,中低收入,1,4,2,7,普通用户
142,#143,32,Female,Urban,119134,Travel,15,2,121,4214,Apparel,224,10,True,0.3718592964824121,0.18749999999999997,0.27967964824120606,3.3333333333333335,1,中高收入,2,1,5,8,沉睡客户
